claim_start_date,claim_id,tenure,exposure_id,claim_status,condition_category,claim_paid,total_claim_amount,nb_postcode,nb_suburb,nb_state,median_income,UW_Date,pet_gender,pet_de_sexed,pet_de_sexed_age,pet_is_switcher,nb_policy_first_inception_date,pet_age_months,nb_contribution,nb_excess,nb_address_type_adj,person_dob,nb_contribution_excess,pet_age_years,owner_age_years,nb_number_of_breeds,nb_average_breed_size,nb_breed_type,nb_breed_trait,nb_breed_name_unique,nb_breed_name_unique_concat,is_multi_pet_plan,lead_date_day,quote_date,quote_time_group,exposure_id_1,row_num,earned_units,SA1,SA2,SA3,SA4,mm_category
2024-03-06T00:00:00Z,claim_c688f09b-24f6-45dc-9977-a60292ebca21,1,exposure_815cb246-ae6d-455e-8894-4b7d45568bf6,covered_paid,Other,31.59999999999999,122.50909090909089,2560,Campbelltown,NSW,53459,2024-03-01T00:00:00Z,female,FALSE,FALSE,FALSE,2024-02-23T17:00:00Z,10,100,100,Apartment,1983-05-16,100100,7-12 months,40,1,2,purebred,brachycephalic,french bulldog,french bulldog,FALSE,0,2024-02-24T21:15:44Z,Evening (18:00 - 23:59),exposure_815cb246-ae6d-455e-8894-4b7d45568bf6,1,1,Appin (NSW),Douglas Park - Appin,Wollondilly,Sydney - Outer South West,1
2024-03-06T00:00:00Z,claim_f2f8ee95-9e66-4102-a02f-899f681a658a,5,exposure_2a39b811-f9d2-4ad6-ab01-cce930ba01af,covered_paid,Eyes & ears,167.1909090909091,208.99090909090907,4158,Thorneside,QLD,55581,2024-03-01T00:00:00Z,female,FALSE,FALSE,FALSE,2023-10-11T17:00:00Z,7,80,0,House,1948-05-14,800,7-12 months,75,1,2,unnamed cross,unknown,poodle cross,poodle cross,FALSE,0,2023-10-12T11:29:04Z,Morning (05:00 - 11:59),exposure_2a39b811-f9d2-4ad6-ab01-cce930ba01af,1,1,Thorneside,Thorneside,Capalaba,Brisbane - East,1
2024-03-07T00:00:00Z,claim_287294cd-c261-4d1f-a219-74100b93d671,2,exposure_e29ed746-611e-4f83-8015-29b2526be496,covered_with_exclusions_paid,Gastrointestinal Issues,48.88181818181818,180.86363636363637,3067,Abbotsford,VIC,67196,2024-03-01T00:00:00Z,male,FALSE,FALSE,FALSE,2024-01-29T17:00:00Z,7,100,100,Apartment,1994-03-06,100100,7-12 months,29,1,1,purebred,brachycephalic,pug,pug,FALSE,0,2024-01-25T14:04:38Z,Afternoon (12:00 - 17:59),exposure_e29ed746-611e-4f83-8015-29b2526be496,1,1,Clifton Hill,Clifton Hill - Alphington,Yarra,Melbourne - Inner,1
2024-03-07T00:00:00Z,claim_45f6bfb2-c393-4dac-a0c9-412216847743,3,exposure_95d2af08-aa8c-43f4-9e3c-f6734688e040,covered_paid,Illness,539.7818181818182,674.7363636363636,2066,Lane Cove North,NSW,65363,2024-03-01T00:00:00Z,female,FALSE,FALSE,FALSE,2023-12-12T17:00:00Z,5,80,100,House,1994-12-14,80100,0-6 months,29,1,3,designerbreed,water dog,groodle,groodle,FALSE,0,2023-12-13T20:47:24Z,Evening (18:00 - 23:59),exposure_95d2af08-aa8c-43f4-9e3c-f6734688e040,1,1,Lane Cove,Lane Cove,Chatswood - Lane Cove,Sydney - North Sydney and Hornsby,1
2024-03-07T00:00:00Z,claim_706d0993-e939-48c7-8a5d-d7689af949b0,2,exposure_1d1e38b1-3948-43a0-a06f-9fcc9cf957a5,covered_paid,Other,106.54545454545452,133.18181818181816,5042,Tonsley,SA,48361,2024-03-01T00:00:00Z,female,TRUE,4-6 months,FALSE,2024-01-06T17:00:00Z,8,80,0,House,1996-09-21,800,7-12 months,27,2,1.5,cross,cross,cross,"cocker spaniel cross, cavalier king charles spaniel",FALSE,0,2024-01-07T14:02:24Z,Afternoon (12:00 - 17:59),exposure_1d1e38b1-3948-43a0-a06f-9fcc9cf957a5,1,1,Pasadena,Panorama,Onkaparinga,Adelaide - South,1
2024-03-07T00:00:00Z,claim_ab35a830-fd17-43a5-9f00-36eb374c2975,2,exposure_e99c4b1e-485e-4dbe-b432-61e47a0bac4a,covered_paid,Other,381.2454545454545,476.5636363636363,2603,Griffith,ACT,49085,2024-03-01T00:00:00Z,male,FALSE,FALSE,FALSE,2024-01-15T17:00:00Z,3,80,0,Apartment,1986-10-10,800,0-6 months,37,1,1,designerbreed,water dog,cavoodle,cavoodle,FALSE,0,2024-01-16T09:19:46Z,Morning (05:00 - 11:59),exposure_e99c4b1e-485e-4dbe-b432-61e47a0bac4a,1,1,Red Hill (ACT),Red Hill (ACT),South Canberra,Australian Capital Territory,1
2024-03-07T00:00:00Z,claim_ea8e24d4-5a11-42db-844b-db70c57b60cc,4,exposure_f07b4e85-64d5-468d-9608-c28a006f26be,covered_with_exclusions_paid,Dental,76.5,760.9545454545454,3217,Mount Duneed,VIC,51413,2024-03-01T00:00:00Z,female,FALSE,FALSE,FALSE,2023-11-06T17:00:00Z,7,90,100,House,1985-08-14,90100,7-12 months,38,1,1,purebred,brachycephalic,boston terrier,boston terrier,FALSE,0,2023-11-07T09:28:44Z,Morning (05:00 - 11:59),exposure_f07b4e85-64d5-468d-9608-c28a006f26be,1,1,Connewarre,Barwon Heads - Armstrong Creek,Geelong,Geelong,1
2024-03-08T00:00:00Z,claim_0b832566-5f81-426c-bd08-b29de8b3d374,1,exposure_99d266fe-8cc8-4cdf-861b-35aef3e16d9d,covered_paid,Injuries,4365.5999999999995,5547.90909090909,4227,Varsity Lakes,QLD,46628,2024-03-01T00:00:00Z,male,FALSE,FALSE,FALSE,2024-02-11T17:00:00Z,4,80,100,House,1986-09-24,80100,0-6 months,37,1,1,purebred,spitz related,pomeranian,pomeranian,FALSE,0,2024-02-12T11:33:05Z,Morning (05:00 - 11:59),exposure_99d266fe-8cc8-4cdf-861b-35aef3e16d9d,1,1,Varsity Lakes,Varsity Lakes,Robina,Gold Coast,1
2024-03-08T00:00:00Z,claim_0bd91605-7496-4dfa-bb8f-ff5d51f13b92,3,exposure_b467349c-d9fe-487c-8db3-be40c3f7fe86,covered_paid,Injuries,586.4545454545454,677.3636363636364,4069,Kenmore,QLD,62971,2024-03-01T00:00:00Z,female,FALSE,FALSE,FALSE,2023-12-01T17:00:00Z,3,100,100,House,1992-04-27,100100,0-6 months,31,1,1,designerbreed,water dog,cavoodle,cavoodle,FALSE,0,2023-11-30T12:21:30Z,Afternoon (12:00 - 17:59),exposure_b467349c-d9fe-487c-8db3-be40c3f7fe86,1,1,Pullenvale,Pinjarra Hills - Pullenvale,Ipswich Inner,Ipswich,1
2024-03-08T00:00:00Z,claim_4be6087d-fe1b-4e03-8e4b-2c9424ac4eaa,3,exposure_8f990906-a6e3-4727-b634-64968cbe8b9a,covered_paid,Eyes & ears,176.47272727272727,220.5909090909091,2575,Mittagong,NSW,48233,2024-03-01T00:00:00Z,male,FALSE,FALSE,FALSE,2023-12-10T17:00:00Z,4,80,0,House,1964-02-08,800,0-6 months,59,1,2,purebred,sighthound,whippet,whippet,TRUE,0,2023-12-11T12:52:15Z,Afternoon (12:00 - 17:59),exposure_8f990906-a6e3-4727-b634-64968cbe8b9a,1,1,Joadja,Southern Highlands,Southern Highlands,Southern Highlands and Shoalhaven,3
2024-03-08T00:00:00Z,claim_7bf72d92-39f0-457e-a06c-fb551c837ff3,2,exposure_db5b5e88-496b-4316-a7a3-2baa1624aa0b,covered_paid,Other,69.81818181818181,87.27272727272727,2293,Wickham,NSW,57839,2024-03-01T00:00:00Z,male,FALSE,FALSE,FALSE,2024-01-09T17:00:00Z,2,80,0,House,1997-01-21,800,0-6 months,27,1,2,purebred,brachycephalic,french bulldog,french bulldog,FALSE,0,2024-01-10T10:19:21Z,Morning (05:00 - 11:59),exposure_db5b5e88-496b-4316-a7a3-2baa1624aa0b,1,1,Wickham (NSW),Wickham - Carrington - Tighes Hill,Newcastle,Newcastle and Lake Macquarie,1
2024-03-08T00:00:00Z,claim_9223a90e-8c98-4249-b34f-3ff88056c403,3,exposure_47cb57e1-7b49-4746-a63a-d3e6b7f8751e,covered_paid,Other,113.8181818181818,142.27272727272725,2108,Palm Beach,NSW,54810,2024-03-01T00:00:00Z,male,FALSE,FALSE,FALSE,2023-12-08T17:00:00Z,51,80,0,House,1983-02-04,800,4 years,40,1,3,purebred,sighthound,greyhound,greyhound,FALSE,0,2023-12-09T16:50:20Z,Afternoon (12:00 - 17:59),exposure_47cb57e1-7b49-4746-a63a-d3e6b7f8751e,1,1,Morning Bay,Bayview - Elanora Heights,Pittwater,Sydney - Northern Beaches,1
2024-03-08T00:00:00Z,claim_93d0ce26-b1c7-43b8-9c12-f3eb6f68801d,1,exposure_009fcae0-ebb0-44a7-b93d-a2b265ab1874,covered_with_exclusions_paid,Other,43.381818181818176,235.18181818181816,2155,Rouse Hill,NSW,64221,2024-03-01T00:00:00Z,female,FALSE,FALSE,FALSE,2024-02-19T17:00:00Z,2,80,100,House,1991-12-02,80100,0-6 months,32,1,3,purebred,spitz related,chow chow,chow chow,FALSE,0,2024-02-20T20:34:15Z,Evening (18:00 - 23:59),exposure_009fcae0-ebb0-44a7-b93d-a2b265ab1874,1,1,Rouse Hill,Schofields - East,Blacktown - North,Sydney - Blacktown,1
2024-03-08T00:00:00Z,claim_a36d91fb-7073-453e-b3b5-498792680b24,3,exposure_6b0dcd65-8628-4c66-ac1d-63c71139f58a,covered_paid,Eyes & ears,49.52727272727272,152.8181818181818,2047,Drummoyne,NSW,71862,2024-03-01T00:00:00Z,female,FALSE,FALSE,FALSE,2023-12-20T17:00:00Z,2,80,100,House,1965-03-08,80100,0-6 months,58,1,3,purebred,retriever,golden retriever,golden retriever,TRUE,0,2023-12-17T16:06:43Z,Afternoon (12:00 - 17:59),exposure_6b0dcd65-8628-4c66-ac1d-63c71139f58a,1,1,Drummoyne,Drummoyne - Rodd Point,Canada Bay,Sydney - Inner West,1
2024-03-08T00:00:00Z,claim_bd7a6d0b-5c1b-459a-b298-7cb2b44ca89d,2,exposure_0d2972cd-568a-4b28-820f-99b78570e3ca,covered_paid,Injuries,557.2363636363636,710.0636363636363,5501,Two Wells,SA,52392,2024-03-01T00:00:00Z,female,FALSE,FALSE,FALSE,2024-01-21T17:00:00Z,3,90,100,House,2001-02-28,90100,0-6 months,22,1,2,purebred,collie related,border collie,border collie,FALSE,0,2024-01-21T20:19:50Z,Evening (18:00 - 23:59),exposure_0d2972cd-568a-4b28-820f-99b78570e3ca,1,1,Wild Horse Plains,Wakefield - Barunga West,Lower North,Barossa - Yorke - Mid North,2
2024-03-08T00:00:00Z,claim_cd5b51cb-35fa-400e-822c-c761cb95eba7,2,exposure_b17e83d8-ae86-404a-8df7-d9ea28d5725c,covered_paid,Other,3081.7090909090907,3172.6181818181817,3752,South Morang,VIC,56619,2024-03-01T00:00:00Z,female,TRUE,FALSE,FALSE,2024-01-30T17:00:00Z,6,100,100,House,1993-11-14,100100,0-6 months,30,2,3,cross,cross,cross,"belgian shepherd dog malinois, german shepherd",FALSE,0,2024-01-31T17:22:45Z,Afternoon (12:00 - 17:59),exposure_b17e83d8-ae86-404a-8df7-d9ea28d5725c,1,1,South Morang,South Morang - South,Whittlesea - Wallan,Melbourne - North East,1
2024-03-09T00:00:00Z,claim_22d72973-9226-46f0-bd9f-802e6666d995,3,exposure_620bc2c6-99cd-4ff2-85cf-2b8df7527a35,covered_paid,Behavioral Issues,58.14545454545454,64.6090909090909,2317,Salamander Bay,NSW,40144,2024-03-01T00:00:00Z,female,TRUE,7-12 months,FALSE,2023-12-25T17:00:00Z,13,90,100,House,1974-06-17,90100,1 years,49,2,3,cross,cross,cross,"labrador retriever cross, rhodesian ridgeback",FALSE,0,2023-12-26T11:55:41Z,Morning (05:00 - 11:59),exposure_620bc2c6-99cd-4ff2-85cf-2b8df7527a35,1,1,Soldiers Point,Nelson Bay Peninsula,Port Stephens,Hunter Valley exc Newcastle,4
2024-03-09T00:00:00Z,claim_ea9bf948-33a0-4e38-8bc3-ace8f96056d3,3,exposure_6a533870-94e0-40ab-8e8c-31de2b6c99fe,covered_paid,Injuries,78.63636363636363,169.54545454545453,4051,Grange,QLD,58863,2024-03-01T00:00:00Z,female,FALSE,FALSE,FALSE,2023-12-09T17:00:00Z,2,100,100,House,1981-09-22,100100,0-6 months,42,2,3,cross,cross,cross,"groodle, labradoodle",FALSE,1,2023-12-06T20:03:26Z,Evening (18:00 - 23:59),exposure_6a533870-94e0-40ab-8e8c-31de2b6c99fe,1,1,Enoggera,Ashgrove,Brisbane Inner - West,Brisbane Inner City,1
2024-03-09T00:00:00Z,claim_ed739066-1cc9-446a-b025-1ae1fb959893,2,exposure_e9eef416-d873-46ca-9ff4-fc8e42f77769,covered_paid,Gastrointestinal Issues,128.93636363636364,252.0818181818182,3228,Bellbrae,VIC,56102,2024-03-01T00:00:00Z,male,FALSE,FALSE,FALSE,2024-01-01T17:00:00Z,2,80,100,House,1974-02-05,80100,0-6 months,49,1,3,designerbreed,water dog,labradoodle,labradoodle,FALSE,0,2024-01-02T15:12:48Z,Afternoon (12:00 - 17:59),exposure_e9eef416-d873-46ca-9ff4-fc8e42f77769,1,1,Torquay (Vic.),Torquay,Surf Coast - Bellarine Peninsula,Geelong,2
2024-03-09T00:00:00Z,claim_f2912ae6-6b2c-4cb5-be8b-6b45441cf664,3,exposure_d93397c1-5780-40da-869a-eeb93c1dbcb9,covered_with_exclusions_paid,Allergies & skin,145.18181818181816,316.8181818181818,3067,Abbotsford,VIC,67196,2024-03-01T00:00:00Z,female,FALSE,FALSE,FALSE,2023-12-28T17:00:00Z,4,100,100,House,1991-07-26,100100,0-6 months,32,1,2,purebred,spitz related,shiba inu,shiba inu,FALSE,0,2023-12-29T12:34:46Z,Afternoon (12:00 - 17:59),exposure_d93397c1-5780-40da-869a-eeb93c1dbcb9,1,1,Clifton Hill,Clifton Hill - Alphington,Yarra,Melbourne - Inner,1
2024-03-10T00:00:00Z,claim_2c2bd311-32dc-4d20-aa22-45741cded622,2,exposure_ce8e8ea1-f44f-4a42-81ef-866a198e6fbb,covered_with_exclusions_paid,Injuries,246.5545454545454,378.99999999999994,2050,Camperdown,NSW,59807,2024-03-01T00:00:00Z,male,FALSE,FALSE,FALSE,2024-01-18T17:00:00Z,2,90,100,Apartment,1995-05-03,90100,0-6 months,28,1,2,purebred,pointer,hungarian vizsla,hungarian vizsla,FALSE,0,2024-01-19T10:38:50Z,Morning (05:00 - 11:59),exposure_ce8e8ea1-f44f-4a42-81ef-866a198e6fbb,1,1,Camperdown (NSW),Camperdown - Darlington,Sydney Inner City,Sydney - City and Inner South,1
2024-03-10T00:00:00Z,claim_c5519225-866a-4309-b5e3-cd98bdf75998,2,exposure_cad355ad-6efb-442b-8352-a867af600b06,covered_paid,Gastrointestinal Issues,789.3181818181818,880.2272727272726,4221,Elanora,QLD,56934,2024-03-01T00:00:00Z,female,FALSE,FALSE,FALSE,2024-01-08T17:00:00Z,9,100,100,House,1987-11-09,100100,7-12 months,36,1,1,designerbreed,water dog,cavoodle,cavoodle,FALSE,0,2024-01-09T14:20:20Z,Afternoon (12:00 - 17:59),exposure_cad355ad-6efb-442b-8352-a867af600b06,1,1,Palm Beach (Qld),Palm Beach,Mudgeeraba - Tallebudgera,Gold Coast,1
2024-03-10T00:00:00Z,claim_c7d51697-5ebe-43fd-8694-a62d19a66f4d,2,exposure_18a2fae2-afcf-4df8-8974-691bc4284994,covered_paid,Gastrointestinal Issues,257.8636363636363,377.42727272727274,3057,Brunswick East,VIC,63008,2024-03-01T00:00:00Z,male,FALSE,FALSE,FALSE,2024-01-24T17:00:00Z,2,90,100,House,1995-09-04,90100,0-6 months,28,1,3,designerbreed,water dog,groodle,groodle,FALSE,0,2024-01-25T16:25:53Z,Afternoon (12:00 - 17:59),exposure_18a2fae2-afcf-4df8-8974-691bc4284994,1,1,Brunswick East,Brunswick - South,Brunswick - Coburg,Melbourne - Inner,1
2024-03-10T00:00:00Z,claim_e1534a9a-dfc7-4c42-b222-6e7deeb290dd,1,exposure_c13523a3-ffdb-401e-9c38-785a45214254,covered_paid,Ingestion,372.6363636363636,463.5454545454545,5251,Mount Barker,SA,52219,2024-03-01T00:00:00Z,male,FALSE,FALSE,FALSE,2024-02-19T17:00:00Z,5,100,100,House,1997-12-29,100100,0-6 months,26,1,3,purebred,retriever,golden retriever,golden retriever,FALSE,0,2024-02-20T14:27:18Z,Afternoon (12:00 - 17:59),exposure_c13523a3-ffdb-401e-9c38-785a45214254,1,1,St Ives (SA),Mount Barker Surrounds,Adelaide Hills,Adelaide - Central and Hills,3
2024-03-10T00:00:00Z,claim_e2bcd4b4-d7f0-4ccf-a4ea-b69ac373fa25,1,exposure_8cab7b88-77b4-44aa-a75d-a69757b5ff83,covered_paid,Gastrointestinal Issues,586.1818181818181,677.090909090909,2913,Taylor,ACT,54126,2024-03-01T00:00:00Z,male,FALSE,FALSE,FALSE,2024-02-16T17:00:00Z,2,100,100,House,1995-01-29,100100,0-6 months,29,1,3,purebred,shepherd type,german shepherd,german shepherd,FALSE,0,2024-02-17T07:31:16Z,Morning (05:00 - 11:59),exposure_8cab7b88-77b4-44aa-a75d-a69757b5ff83,1,1,Taylor,Taylor,Gungahlin,Australian Capital Territory,1
2024-03-11T00:00:00Z,claim_08de4777-977a-4b88-81ee-2743f7d0916c,3,exposure_fec0c938-8e0c-4163-9168-e0b8908cc473,covered_paid,Eyes & ears,37.381818181818176,137.63636363636363,2102,Warriewood,NSW,57423,2024-03-01T00:00:00Z,female,TRUE,4-6 months,FALSE,2023-12-15T17:00:00Z,5,80,100,House,1981-01-08,80100,0-6 months,42,1,2,purebred,teckel,dachshundstandard smooth haired,dachshundstandard smooth haired,FALSE,0,2023-12-12T13:14:25Z,Afternoon (12:00 - 17:59),exposure_fec0c938-8e0c-4163-9168-e0b8908cc473,1,1,Warriewood,North Narrabeen - Warriewood (South),Pittwater,Sydney - Northern Beaches,1
2024-03-11T00:00:00Z,claim_57a148fc-2919-46c0-a0cb-270c110e1974,1,exposure_b4d0321e-d796-4d16-a5f6-a2e469a274ce,covered_paid,Injuries,48.86363636363636,139.77272727272725,3067,Abbotsford,VIC,67196,2024-03-01T00:00:00Z,male,FALSE,FALSE,FALSE,2024-02-08T17:00:00Z,3,100,100,Apartment,1992-02-11,100100,0-6 months,32,1,3,designerbreed,water dog,groodle,groodle,FALSE,0,2024-02-07T09:59:18Z,Morning (05:00 - 11:59),exposure_b4d0321e-d796-4d16-a5f6-a2e469a274ce,1,1,Clifton Hill,Clifton Hill - Alphington,Yarra,Melbourne - Inner,1
2024-03-11T00:00:00Z,claim_6315efde-fa98-40de-8031-ab3f25cb239a,2,exposure_74d0a247-422d-44a9-a53f-7abb81231f50,covered_with_exclusions_paid,Routine Care and Examinations,44.99999999999999,169.0909090909091,2133,Croydon Park,NSW,54704,2024-03-01T00:00:00Z,male,FALSE,FALSE,FALSE,2024-01-08T17:00:00Z,3,90,100,House,1977-10-19,90100,0-6 months,46,1,3,cross,unknown,australian cobberdog,australian cobberdog,FALSE,0,2024-01-09T10:39:50Z,Morning (05:00 - 11:59),exposure_74d0a247-422d-44a9-a53f-7abb81231f50,1,1,Croydon Park (NSW),Croydon Park - Enfield,Strathfield - Burwood - Ashfield,Sydney - Inner West,1
2024-03-11T00:00:00Z,claim_79fb0424-98ce-4a56-ade4-b345aad6bb9c,2,exposure_0d2972cd-568a-4b28-820f-99b78570e3ca,covered_paid,Allergies & skin,13.027272727272726,14.48181818181818,5501,Two Wells,SA,52392,2024-03-01T00:00:00Z,female,FALSE,FALSE,FALSE,2024-01-21T17:00:00Z,3,90,100,House,2001-02-28,90100,0-6 months,22,1,2,purebred,collie related,border collie,border collie,FALSE,0,2024-01-21T20:19:50Z,Evening (18:00 - 23:59),exposure_0d2972cd-568a-4b28-820f-99b78570e3ca,1,1,Wild Horse Plains,Wakefield - Barunga West,Lower North,Barossa - Yorke - Mid North,2
2024-03-11T00:00:00Z,claim_9d412ee8-d0fc-43e3-bb69-eef45fa0ef90,2,exposure_b467d83e-8e31-44bd-b061-3ff4dcb4e15a,covered_paid,Allergies & skin,54.32727272727272,158.81818181818178,4034,Carseldine,QLD,56034,2024-03-01T00:00:00Z,female,FALSE,FALSE,FALSE,2024-01-08T17:00:00Z,5,80,100,House,1992-03-07,80100,0-6 months,31,1,3,purebred,hound,bull arab,bull arab,FALSE,0,2024-01-09T11:05:31Z,Morning (05:00 - 11:59),exposure_b467d83e-8e31-44bd-b061-3ff4dcb4e15a,1,1,Zillmere,Zillmere,Sandgate,Brisbane - North,1
2024-03-11T00:00:00Z,claim_a5f8848e-52fc-4867-8f34-084fc0a94d4e,2,exposure_ee4707bf-1e02-41a4-b6a2-002555732352,covered_paid,Allergies & skin,76.61818181818181,167.5272727272727,2289,Adamstown,NSW,56991,2024-03-01T00:00:00Z,female,FALSE,FALSE,FALSE,2024-01-23T17:00:00Z,15,100,100,House,2002-08-16,100100,1 years,21,1,1,designerbreed,water dog,cavoodle,cavoodle,FALSE,0,2024-01-24T09:14:45Z,Morning (05:00 - 11:59),exposure_ee4707bf-1e02-41a4-b6a2-002555732352,1,1,Kotara,Lambton - New Lambton,Newcastle,Newcastle and Lake Macquarie,1
2024-03-11T00:00:00Z,claim_be09fd48-075b-42b4-b2b3-1aef36601a33,2,exposure_74d0a247-422d-44a9-a53f-7abb81231f50,covered_paid,Other,135,240.90909090909088,2133,Croydon Park,NSW,54704,2024-03-01T00:00:00Z,male,FALSE,FALSE,FALSE,2024-01-08T17:00:00Z,3,90,100,House,1977-10-19,90100,0-6 months,46,1,3,cross,unknown,australian cobberdog,australian cobberdog,FALSE,0,2024-01-09T10:39:50Z,Morning (05:00 - 11:59),exposure_74d0a247-422d-44a9-a53f-7abb81231f50,1,1,Croydon Park (NSW),Croydon Park - Enfield,Strathfield - Burwood - Ashfield,Sydney - Inner West,1
2024-03-11T00:00:00Z,claim_c48bc7af-68cd-4f94-910d-0a6d178e1f88,4,exposure_b6ea882b-d762-4e14-8be3-d16c13ed28e8,covered_with_exclusions_paid,Allergies & skin,117.19999999999996,351.0454545454545,4031,Kedron,QLD,65155,2024-03-01T00:00:00Z,male,FALSE,FALSE,FALSE,2023-11-14T17:00:00Z,8,80,0,House,1979-10-21,800,7-12 months,44,1,3,purebred,hound,rhodesian ridgeback,rhodesian ridgeback,FALSE,0,2023-11-15T12:57:48Z,Afternoon (12:00 - 17:59),exposure_b6ea882b-d762-4e14-8be3-d16c13ed28e8,1,1,Wooloowin,Wooloowin - Lutwyche,Brisbane Inner - North,Brisbane Inner City,1
2024-03-11T00:00:00Z,claim_cfaaeaf8-e9b5-4218-a4e8-043f3ebe71d2,0,exposure_1d1f7e5b-ae81-4d04-8689-27ca1100319f,covered_paid,Ingestion,42.07272727272727,137.66363636363636,6158,East Fremantle,WA,66721,2024-03-01T00:00:00Z,female,FALSE,FALSE,FALSE,2024-03-04T17:00:00Z,4,90,100,House,1994-08-20,90100,0-6 months,29,1,2,purebred,collie related,border collie,border collie,FALSE,0,2024-03-05T18:58:19Z,Evening (18:00 - 23:59),exposure_1d1f7e5b-ae81-4d04-8689-27ca1100319f,1,0.870967741935484,East Fremantle,East Fremantle,Fremantle,Perth - South West,1
2024-03-11T00:00:00Z,claim_dd5f244e-09df-4a03-bcb4-602ad01933ba,4,exposure_94d57b0c-cb32-4419-99eb-adaa8aae9f90,covered_with_exclusions_paid,Other,18.18181818181818,511.81818181818176,6210,Greenfields,WA,44108,2024-03-01T00:00:00Z,male,FALSE,FALSE,FALSE,2023-11-21T17:00:00Z,2,80,0,House,1964-09-09,800,0-6 months,59,1,1,unnamed cross,unknown,cavoodle cross,cavoodle cross,FALSE,0,2023-11-22T09:26:52Z,Morning (05:00 - 11:59),exposure_94d57b0c-cb32-4419-99eb-adaa8aae9f90,1,1,Dudley Park (WA),Mandurah - South,Mandurah,Mandurah,1
2024-03-11T00:00:00Z,claim_ddc10bc7-202e-4758-9260-391af9795620,3,exposure_ff17a7c9-a652-4793-b42d-541c65d9fe90,covered_paid,Other,331.7272727272727,422.6363636363636,6061,Nollamara,WA,50504,2024-03-01T00:00:00Z,female,FALSE,FALSE,FALSE,2023-12-19T17:00:00Z,3,100,100,House,1986-03-26,100100,0-6 months,37,1,2,purebred,spaniel,cocker spaniel,cocker spaniel,FALSE,0,2023-11-20T20:53:54Z,Evening (18:00 - 23:59),exposure_ff17a7c9-a652-4793-b42d-541c65d9fe90,1,1,Mirrabooka (WA),Dianella - North,Wanneroo,Perth - North West,1
2024-03-11T00:00:00Z,claim_f5451a26-de7c-4076-83b8-b2340aa502ff,3,exposure_d31c5c24-81fb-440d-965e-83570e2299bc,covered_with_exclusions_paid,Other,146.2,327.10909090909087,2259,Hamlyn Terrace,NSW,49779,2024-03-01T00:00:00Z,female,FALSE,FALSE,FALSE,2023-12-07T17:00:00Z,28,100,100,House,1995-03-01,100100,2 years,28,1,3,unnamed cross,unknown,american staffordshire terrier cross,american staffordshire terrier cross,FALSE,0,2023-12-08T03:23:42Z,Late Night (00:00 - 04:59),exposure_d31c5c24-81fb-440d-965e-83570e2299bc,1,1,Lake Macquarie,Wangi Wangi - Rathmines,Lake Macquarie - West,Newcastle and Lake Macquarie,1
2024-03-12T00:00:00Z,claim_0f84fc8d-0138-44fb-b46d-164af4f486b1,3,exposure_24f6957d-14ff-4512-8893-c90796491939,covered_paid,Injuries,181.85454545454544,318.2272727272727,4507,Banksia Beach,QLD,38816,2024-03-01T00:00:00Z,male,FALSE,FALSE,FALSE,2023-12-01T17:00:00Z,59,80,100,House,1976-08-10,80100,4 years,47,1,3,purebred,brachycephalic,american staffordshire terrier,american staffordshire terrier,FALSE,0,2023-12-02T13:40:11Z,Afternoon (12:00 - 17:59),exposure_24f6957d-14ff-4512-8893-c90796491939,1,1,Woorim,Bribie Island,Bribie - Beachmere,Moreton Bay - North,2
2024-03-12T00:00:00Z,claim_25f1aa7f-e433-4c05-92f5-1a8570dd2fd0,2,exposure_14f97a6a-aaf7-42b2-84a5-3b19876e0b2a,covered_paid,Ortho,1090.9090909090908,1454.5454545454545,6054,Bassendean,WA,55467,2024-03-01T00:00:00Z,male,FALSE,FALSE,FALSE,2024-01-25T17:00:00Z,2,80,100,House,1978-05-05,80100,0-6 months,45,1,3,cross,unknown,australian cobberdog,australian cobberdog,FALSE,0,2024-01-26T16:30:40Z,Afternoon (12:00 - 17:59),exposure_14f97a6a-aaf7-42b2-84a5-3b19876e0b2a,1,1,Kiara,Lockridge - Kiara,Swan,Perth - North East,1
2024-03-12T00:00:00Z,claim_290a2554-0d15-433a-83fd-295bc78c7f30,1,exposure_7e56284e-336d-4feb-9267-33ae3a6e6f9c,covered_paid,Eyes & ears,4.8,96.90909090909088,2115,Ermington,NSW,53677,2024-03-01T00:00:00Z,male,FALSE,FALSE,FALSE,2024-02-07T17:00:00Z,15,80,100,House,1987-08-21,80100,1 years,36,1,2,purebred,brachycephalic,staffordshire bull terrier,staffordshire bull terrier,FALSE,0,2024-01-15T11:14:21Z,Morning (05:00 - 11:59),exposure_7e56284e-336d-4feb-9267-33ae3a6e6f9c,1,1,Ermington,Ermington - Rydalmere,Carlingford,Sydney - Parramatta,1
